Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
RBKS	-1.315	0.817071059330001
PPP1R11	1.307	0.817071059330001
ZNF646	0.756	0.817071059330001
PPP1R11	1.307	0.817071059330001
PPP1R11	1.307	0.817071059330001
PPP1R11	1.307	0.817071059330001
ZBTB26	-0.915	0.817071059330001
KDM6B	-0.834	0.817456221697232
MORC2	0.909	0.817738395472888
EPB41L2	0.808	0.817743985209202
BRCA1	-0.753	0.817774165592476
WDR53	-0.89	0.817802132422686
SPRY3	1.132	0.818024170483857
CENPV	0.866	0.818024170483857
MYH7B	1.388	0.818157580231299
RNF26	1.009	0.818157580231299
CWC15	-0.913	0.818157580231299
SYPL1	-0.764	0.818157580231299
GNRH1	-1.065	0.818157580231299
PSMB8	-1.129	0.818157580231299
DMPK	0.83	0.818157580231299
PHF21A	-0.75	0.818157580231299
SNORA32	-1.89	0.818157580231299
ATXN7L3	0.779	0.818157580231299
PNPLA4	-0.939	0.818157580231299
CLUAP1	-0.919	0.818157580231299
LPO	-1.222	0.818157580231299
B3GALT4	1.041	0.818157580231299
AKR1B1	-1.073	0.818157580231299
FAM174A	-1.05	0.818157580231299
URM1	-0.806	0.818157580231299
NR3C2	1.74	0.818157580231299
NRL	1.041	0.818157580231299
TTLL5	-1.036	0.818159735149557
THSD1	-0.926	0.818159735149557
TMSB10	-1.267	0.818159735149557
PI4KB	-0.759	0.818990103080947
KCNJ2	1.034	0.818990103080947
MTR	-0.991	0.818990103080947
CTPS2	0.752	0.819056255665553
FAM86C1	0.803	0.819308916975197
DNAJC15	0.935	0.819344414029668
CTPS1	-1.017	0.819395332712116
SNORD94	-1.586	0.819501351587941
ZCRB1	-0.898	0.819501351587941
LHFPL5	-1.974	0.819573443749297
NEDD1	-0.834	0.819652259119449
CDK7	-0.893	0.819652259119449
SNORA48	-2.003	0.819652259119449
PKNOX2	1.668	0.819652259119449
INO80C	0.792	0.819652259119449
MGST3	-0.86	0.819652259119449
LRRC3	0.911	0.819652259119449
HIST2H2BE	1.661	0.819652259119449
CCDC88B	0.95	0.819744824022678
LENG9	-0.95	0.819744824022678
TRAM2	-0.788	0.819744824022678
ADA	0.797	0.819744824022678
HIST2H2BF	2.031	0.819744824022678
HIST1H2AJ	2.328	0.819744824022678
CDC23	-0.794	0.819744824022678
RNF111	-0.755	0.819744824022678
ZFP91	-1.32	0.819744824022678
DMD	-0.851	0.819744824022678
LTB4R	-0.863	0.819744824022678
NDRG3	-0.764	0.819744824022678
BAIAP2L2	1.488	0.819744824022678
DCPS	-0.761	0.819744824022678
SNORD10	-1.721	0.81975758480941
NEMP1	-0.803	0.819948401440701
DLG1	-0.749	0.82010491968314
GHDC	-0.784	0.82010491968314
SCPEP1	0.789	0.820270387169875
NCOA5	-0.771	0.820270387169875
PPP3R1	-0.762	0.820318978357982
PINK1-AS	1.143	0.820318978357982
DNAJB1	-0.971	0.820386823243303
METTL23	-0.783	0.820407827956166
PSMD13	0.991	0.820512453203693
ANXA4	-0.843	0.820512453203693
CLPX	-0.771	0.820793994812201
CHAF1A	1.089	0.82106599804777
BCDIN3D-AS1	-1.256	0.82106599804777
KIAA0907	-0.756	0.82106599804777
SNORA64	-1.879	0.821347451021011
CDKL5	0.879	0.821347451021011
NDUFA11	0.896	0.821422823726278
RTFDC1	-0.915	0.821714664457064
BTBD9	-0.935	0.822045115707779
SETD4	0.776	0.822045115707779
MRPL35	-0.771	0.822045115707779
KIAA1644	-0.762	0.822083505212976
PFAS	1.066	0.822124605372665
TSC22D1	-1.041	0.822124605372665
FAM219A	0.945	0.822124605372665
SELENOS	-0.773	0.822124605372665
QRICH1	1.082	0.8221296053965
WDR41	0.765	0.8226156645469
RNF114	0.768	0.822887367482814
BAZ2B	0.837	0.822887367482814
BAG4	0.932	0.82293587055435
DNAJB4	-0.958	0.82293587055435
RALA	0.745	0.823038312120578
ZNF786	0.77	0.823038312120578
SLC23A2	0.754	0.823173187854582
ZMYND11	-0.745	0.823245262235779
CHN2	-1.099	0.823272889498998
PHLDA3	0.834	0.823532276358599
PLAT	-0.902	0.823532276358599
SNHG16	1.092	0.823532276358599
MIR17	1.03	0.823532276358599
AKIRIN2	0.752	0.823697209891284
MANBA	0.767	0.823924069262675
CDCA7L	0.762	0.824056985584252
PTGES2-AS1	1.252	0.824690228808227
PEX14	0.76	0.824690228808227
GDPD3	-1.068	0.824898559233214
PPP2R1B	0.821	0.824898559233214
AP4E1	-0.897	0.824928650008037
SLC26A6	0.745	0.824958875648926
TOMM70	-0.961	0.824958875648926
LLPH	-0.946	0.824958875648926
GTF2IP4	0.755	0.82507706307836
ZSCAN30	0.851	0.825232128879188
XYLT2	0.76	0.825426494953296
DYNLL2	0.993	0.825430494210561
ZKSCAN1	1.16	0.825648848019399
NCDN	0.759	0.825648848019399
GMPR2	0.78	0.825648848019399
MPP5	-0.776	0.825648848019399
SRF	0.951	0.825648848019399
MINCR	-1.122	0.825839682790844
ADSSL1	-0.871	0.825909825840825
KIAA1468	-0.787	0.825909825840825
LPCAT1	1.061	0.825937562206436
CDRT4	1.262	0.826016731382225
NFKBIB	0.964	0.826016731382225
NFKBIB	0.964	0.826016731382225
PARD3	0.746	0.826109789554542
TMEM128	0.885	0.826109789554542
CRLF1	1.082	0.826109789554542
LRFN3	0.854	0.826109789554542
ZNF354B	-0.85	0.826251653640057
ZDHHC9	-0.79	0.826251653640057
PRR12	1.038	0.826251653640057
PARP1	1.126	0.826251653640057
RSU1	0.741	0.826251653640057
HSD17B4	1.043	0.826251653640057
PDXDC2P-NPIPB14P	0.738	0.826251653640057
COG8	-0.755	0.826251653640057
TIGD6	-1.055	0.826251653640057
DDIT4	-1.083	0.826251653640057
FOXN3-AS1	-1.344	0.826251653640057
RRAGA	-0.748	0.826251653640057
GTF2E2	-0.828	0.826251653640057
HMGXB3	-0.871	0.826317333847314
SNORD55	-1.292	0.826356684924498
TTLL12	1.067	0.826356684924498
AURKB	0.774	0.826356684924498
PTGER4	-1.132	0.826356684924498
C12ORF45	0.998	0.826356684924498
ARHGAP27	0.949	0.826356684924498
TSPAN31	0.82	0.826501729596293
SHC1	1.025	0.826627230811196
TBCD	1.003	0.826867995999683
POC1A	0.747	0.826928335787906
ULBP3	1.002	0.826928335787906
CNOT9	0.959	0.826928335787906
ST6GALNAC2	-1.76	0.827133820346245
IER5	-0.813	0.827136472007349
FBXL15	0.862	0.82714689983155
SNORA81	-1.854	0.82714689983155
C3ORF18	0.904	0.827229938851104
PARD6A	1.051	0.827272465072844
MIF	1.163	0.827277657053251
AURKA	-0.8	0.827277657053251
MIF	1.163	0.827277657053251
TMEM266	1.134	0.827277657053251
FAM47E	1.17	0.827277657053251
CLCC1	-0.82	0.827308855752112
AP5M1	0.752	0.8273138622646
SEC62	-0.944	0.8273138622646
FAM72C	0.861	0.8273138622646
MCM3AP-AS1	-0.776	0.8273138622646
LOC100507437	1.039	0.8273138622646
ZNF79	0.885	0.827360235514844
TMEM55B	-0.76	0.827360235514844
DTX4	0.73	0.827668406745807
RGS5	-1.616	0.827962024997401
MAPK8	0.772	0.827974496770433
LETM1	0.985	0.827976858314695
DHRS4L2	0.873	0.827992109618228
BTN3A1	-0.868	0.828458125698329
C6ORF47	1.655	0.828458125698329
BASP1	-1.237	0.828526090351866
EMC1	-0.963	0.828526090351866
ATP5J	-1.07	0.828526090351866
TANK	-0.894	0.828526090351866
ZNF445	0.775	0.828526090351866
ZNF445	0.775	0.828526090351866
EPHA10	1.019	0.828526090351866
GS1-124K5.4	1.228	0.82868154032365
POP7	0.835	0.82868154032365
IP6K2	0.745	0.82868154032365
NAGA	-0.735	0.82868154032365
NAGK	0.781	0.82868154032365
ABHD17A	0.79	0.82868154032365
COPS8	0.768	0.828811209889328
SMARCB1	0.958	0.828811209889328
LOC220729	-0.789	0.828811209889328
PKP3	-0.789	0.829113664638809
ST7L	-0.848	0.829247256377444
CACNB3	-0.798	0.829436641930468
SOGA3	1.653	0.829485385130957
EFCAB11	-0.901	0.829923358530663
NBPF26	0.775	0.829923358530663
ZNF425	1.162	0.829923358530663
PAPD5	-0.756	0.829957786656518
ZNF687	0.941	0.829957786656518
CYP4F8	1.302	0.829991718810237
NOL4L	1.07	0.829991718810237
UCHL3	-0.797	0.829991718810237
EIF2AK2	-0.818	0.829991718810237
DAXX	1.126	0.830185947276829
PTMA	1.351	0.830306843519171
CTCFL	1.277	0.830346359397171
MIR4712	-0.726	0.830381839577168
SPDYE5	-1.389	0.830454060835905
TRIM45	0.806	0.830454060835905
ZNF615	1.003	0.830720824959085
CENPK	-0.825	0.830723588663646
PSMB7	-1.025	0.830723588663646
COL10A1	-1.566	0.830723588663646
SIRT1	0.766	0.830723588663646
ADSL	0.948	0.830986793775182
NT5C2	-0.753	0.830986793775182
RGS3	-0.786	0.830986793775182
APAF1	-0.76	0.830986793775182
SCARNA12	1.325	0.831117813231254
SCAF4	0.75	0.831117813231254
IDUA	-1.001	0.831117813231254
SNRPE	-0.918	0.831207770726959
MAEA	0.776	0.83137838016467
TACC2	0.725	0.83137838016467
IFT46	0.837	0.83137838016467
PSMA6	-0.785	0.83137838016467
OGFR	-0.902	0.831609267447552
TSSC4	0.788	0.831905401651934
SOCS4	-0.742	0.831905401651934
NUDT1	0.903	0.832069968198267
KCTD9	-0.749	0.832138488475575
CARD9	-1.18	0.832233247429104
NQO2	0.819	0.832233247429104
STX12	-0.862	0.832233247429104
GHRLOS	1.154	0.832233247429104
ZNF430	0.976	0.832233247429104
P4HTM	-0.779	0.832353728052501
CHD7	0.998	0.832353728052501
PREP	0.74	0.832353728052501
CCDC93	-0.768	0.832353728052501
MTX2	0.733	0.832353728052501
ZBTB41	-0.934	0.832353728052501
FLNB	-1.073	0.832353728052501
GLRX3	-0.74	0.832353728052501
AARS2	0.724	0.832353728052501
RBM43	-0.98	0.832353728052501
SWI5	-0.924	0.832353728052501
REEP5	-0.724	0.832369371189833
SNORD3B-2	-1.65	0.8326748686795
TMSB4X	1.172	0.832795679285735
IFT27	0.821	0.832795679285735
TUBB4B	-1.113	0.832795679285735
INTS1	1.045	0.832795679285735
RTN4IP1	-0.772	0.832795679285735
DYM	-0.731	0.832963862140531
HDGF	-1.115	0.833866043895086
ZNF77	0.942	0.834028396554273
SLC35B4	0.721	0.834198985399371
FAM72B	-0.826	0.834626360080547
ASB7	-0.83	0.834673891874039
ZGRF1	0.906	0.834673891874039
NOXA1	-1.05	0.834673891874039
ALG10B	-0.909	0.834673891874039
SLC37A2	1.102	0.834673891874039
POLDIP3	0.939	0.834673891874039
UBL3	-0.735	0.835153220486582
TBC1D4	-0.841	0.835188338132644
LOC101926933	1.495	0.835188338132644
JAK2	-0.94	0.835188338132644
NPL	0.957	0.835188338132644
PYURF	-1.354	0.835188338132644
GINS4	0.732	0.835240510667594
UNC93B1	-0.748	0.836077885486821
FAM86EP	0.951	0.836077885486821
LINC02009	-1.36	0.836077885486821
DBP	-0.82	0.836077885486821
E2F2	-0.884	0.836077885486821
E2F2	-0.884	0.836077885486821
SPAG7	0.948	0.836077885486821
SLMAP	-0.802	0.836452016316292
CCDC65	-0.953	0.836529012665097
ATG2B	-0.719	0.836583227636468
AGGF1	-0.776	0.836610026750281
RFESD	-1.539	0.836610026750281
LOC101927905	1.06	0.836610026750281
MRPL45	-0.743	0.836610026750281
MEX3C	0.936	0.836610026750281
CEP57	-0.735	0.836610026750281
SLC27A1	0.756	0.836610026750281
PPT2	-1.034	0.836610026750281
SLC35E3	-0.718	0.836610026750281
CCDC71	0.732	0.836610026750281
POLQ	-0.713	0.836739057499538
NOS1AP	0.83	0.836748984742207
KPNA4	-0.976	0.836748984742207
P2RX5-TAX1BP3	-1.037	0.836748984742207
TMEM120A	-0.792	0.836748984742207
ALG6	0.789	0.836748984742207
FGD5-AS1	-0.781	0.836748984742207
WDR46	1.207	0.836748984742207
PTGES3L	0.968	0.836748984742207
GDI2	0.994	0.836800956128342
WDR91	0.903	0.836827340173792
FAN1	0.738	0.836938621613277
NPTX1	0.727	0.836938621613277
FAM160A2	-0.728	0.836938621613277
UBQLN4	-0.924	0.836938621613277
PALB2	-0.863	0.837116032331496
PSENEN	0.852	0.837116032331496
INPP4A	0.777	0.837116032331496
FZD8	0.742	0.837116032331496
GTPBP6	0.841	0.837242807516578
GSPT1	-1	0.83732702479069
HSPE1-MOB4	1.009	0.837334472294193
CTBP1-AS	1.025	0.837617157905459
FAF2	-0.792	0.837617157905459
LINC01776	1.265	0.837617157905459
SLX1B	1.234	0.837617157905459
SCARNA11	-1.938	0.837628948401582
LAMTOR4	0.937	0.837676068200071
PRR4	-1.06	0.837846114504146
RAP2A	0.772	0.838090768580829
LOC102725126	-0.977	0.838098546001826
LOC349160	1.342	0.838318483978788
WDR78	-1.624	0.838766704460779
MTMR3	0.716	0.838766704460779
SCAF1	0.921	0.838766704460779
FEM1A	0.754	0.838766704460779
TEX261	-0.734	0.838826709148489
MDC1	0.94	0.839066155944798
MDC1	0.94	0.839066155944798
BMPR2	0.792	0.839066155944798
CYP2R1	0.876	0.839066155944798
ZNF81	-0.931	0.839066155944798
KIAA0753	-0.726	0.839121212177181
YY1AP1	-0.719	0.839121212177181
HAUS6	-0.953	0.839121212177181
NPEPL1	-0.884	0.839121212177181
MEGF11	1.385	0.839121212177181
RFC4	-0.709	0.839121212177181
TMEM81	-1.159	0.839129340209003
DDX6	0.964	0.839225939935279
SNORA74B	-1.731	0.839225939935279
KRT19	0.744	0.839225939935279
PQLC3	0.964	0.839327662014651
WDR3	-0.78	0.839697583122361
WDR83OS	-0.876	0.839697583122361
UBR3	-0.719	0.840424260706099
OPA3	0.727	0.84063926545181
STX5	-0.748	0.84063926545181
VARS2	1.067	0.84063926545181
TST	0.737	0.84063926545181
SLC5A6	0.958	0.841204272553362
ERN1	-0.81	0.84134203161197
HIF1A	-1.017	0.841453010019132
DOCK7	0.961	0.841453010019132
CDCA7	0.746	0.841453010019132
PBRM1	0.729	0.841453010019132
BFAR	-0.714	0.841743511129191
BFAR	-0.714	0.841887920957651
DDIAS	-0.813	0.841887920957651
SNORA84	-1.599	0.842122276051199
SLC36A1	0.789	0.842122276051199
PDZD7	1.056	0.842277573760451
UBL7-AS1	1.08	0.842279989961473
QTRT1	0.736	0.842450705234427
ZBTB40	-0.778	0.842450705234427
NECAB3	-0.742	0.842450705234427
ZNF527	-0.984	0.842607070563323
IL6R	-0.866	0.842607070563323
MRPS6	0.869	0.84274538151357
EIF3M	-0.981	0.842782333229561
JADE3	-0.758	0.842867859259976
WDR60	0.972	0.84292037656924
C1ORF112	-0.746	0.84292037656924
MGST1	0.786	0.84292037656924
MYO5A	0.698	0.84292037656924
IQSEC2	0.786	0.84292037656924
FAM83H	-0.949	0.84292037656924
GABBR1	1.246	0.84292037656924
C1RL	-0.733	0.84292037656924
FAM83H	-0.949	0.84292037656924
UBE2Q1	-0.889	0.842921395967216
RNU5F-1	1.861	0.842950017462223
PKMYT1	0.711	0.843010024743883
DPP8	-0.838	0.843022974468632
MTMR14	0.755	0.843022974468632
PTPN13	0.878	0.843022974468632
BACE1	-0.712	0.843082541041875
SNORA68	-1.606	0.843285206327432
PSMA4	-0.815	0.843520672601134
RFC5	-0.717	0.843727813849222
TPX2	-1.007	0.843763423000432
AAGAB	-0.717	0.843802227263726
SP3	0.956	0.843824918146624
SCAMP1-AS1	-0.984	0.843824918146624
SH3GL1	0.911	0.843824918146624
RECQL	-0.727	0.843824918146624
ZNF292	1.046	0.843824918146624
MARCH6	-1.079	0.843824918146624
BOLA1	0.898	0.843824918146624
SCAP	0.989	0.843824918146624
CSPP1	-0.764	0.843824918146624
LOC101927257	1.484	0.843824918146624
LOC100134368	1.416	0.843824918146624
PRKCA	-0.723	0.843824918146624
SH3GLB1	-0.746	0.843824918146624
RND3	0.73	0.843824918146624
NDUFB11	-0.936	0.843824918146624
NOP2	-0.745	0.843824918146624
EBAG9	-0.902	0.843824918146624
FAM222A	-0.991	0.843824918146624
SCD5	1.258	0.843824918146624
CCDC39	-1.212	0.843824918146624
HIST1H2BG	1.752	0.843824918146624
CCDC137	0.935	0.843824918146624
MRPS9	1.008	0.844129172904753
TMPRSS4	-1.304	0.844200104452312
ANKRD36	-0.883	0.844419977224115
USP42	0.711	0.844440945880753
STAM	-0.739	0.844440945880753
KLHL22	0.828	0.844440945880753
SPATA5L1	-0.78	0.844440945880753
AGO3	-0.761	0.844440945880753
SEC16A	-0.998	0.844440945880753
SPOP	-0.728	0.844440945880753
PGS1	0.696	0.844440945880753
MED12	-0.964	0.844440945880753
ZFYVE27	-0.712	0.844440945880753
LOC554223	1.021	0.844440945880753
C22ORF39	0.713	0.844628262671579
UBE2A	-0.708	0.845172592563266
SNORA20	-1.654	0.845174255524533
KCNJ11	1.127	0.845207599800056
RANBP1	0.985	0.845462635746142
TRIM26	1.293	0.845462635746142
SPTSSA	-0.751	0.845638257474703
KAT8	0.741	0.845971297417863
ARMC9	0.801	0.845971297417863
CCDC28A	-0.978	0.846163346383745
ANAPC11	0.843	0.846163346383745
ACBD5	-0.749	0.846202487188623
EARS2	0.693	0.846339144658929
ARPC3	-0.74	0.84690832032752
ISCU	-0.739	0.84690832032752
F8	1.122	0.84690832032752
TPRG1L	-0.753	0.846909408483066
E2F7	-0.738	0.846909408483066
VPS13C	-0.948	0.846909408483066
MSL2	0.752	0.846938393331123
INTS13	-0.736	0.847268138355588
RPS19BP1	0.854	0.847456284077892
DDX47	-0.699	0.847456284077892
BISPR	-0.949	0.847670283612563
GOLT1B	-0.722	0.847670283612563
TMEM14C	-0.711	0.847670283612563
PSMB6	0.805	0.847670283612563
GTF2H4	0.861	0.847670283612563
GK5	-0.758	0.847670283612563
CCDC102A	0.872	0.847670283612563
PRDX3	-1.021	0.847670283612563
HIST1H2BI	2.046	0.847670512224686
ABCF2	-0.939	0.847758134073516
CDCA3	-0.697	0.847758134073516
PDE11A	-1.083	0.847758134073516
TTC13	-0.855	0.847762225498583
RNF139	-0.733	0.848071392378692
SLC25A43	-0.786	0.848282642931464
NDST2	1.199	0.848282642931464
TMC4	1.199	0.848282642931464
TRIM35	0.694	0.848282642931464
PPME1	-0.7	0.848282642931464
LOC100130691	0.918	0.848282642931464
SMIM7	-1.024	0.848282642931464
RBM25	0.913	0.848282642931464
ARHGAP39	0.767	0.84853189592546
C2CD5	0.756	0.848625409350945
ARHGEF4	-0.697	0.848625409350945
POLR3B	-0.728	0.848625409350945
B3GNTL1	-0.883	0.848625409350945
SNORD46	-1.429	0.848626073359823
B3GLCT	-0.819	0.848705534130653
HELLS	0.916	0.848716544884061
DPH7	-0.683	0.848716544884061
SMG1P1	1.064	0.84898745281936
FAM118B	0.744	0.84898745281936
HNRNPH2	-0.952	0.849095052784169
HDDC2	0.761	0.849292586825473
NDUFAF1	-1.005	0.849292586825473
GLMN	-0.836	0.849292586825473
RANBP2	0.982	0.849443098115219
RPN2	-1.004	0.849530193391299
CDC42	-0.764	0.849564468449994
AP1S3	-0.847	0.84966270412566
RIPK2	0.743	0.849692532128953
ZGLP1	-1.076	0.849692532128953
THUMPD3	-0.692	0.850137600504444
TMEM135	0.736	0.850341814365247
RTN4RL2	0.948	0.850402130689005
POLR2H	-0.754	0.850402130689005
GOLGA5	-0.71	0.850765401234665
COPS9	1.094	0.851266367185845
PHTF1	-0.706	0.851266367185845
WASF1	-0.685	0.851317072903805
CDCP1	0.73	0.851352867324926
ZNF165	0.844	0.851884195864262
LOC145694	-1.326	0.851884195864262
SNHG8	0.807	0.852029092557755
CCL26	1.449	0.852029092557755
KIF2A	0.833	0.852341534155414
TRIM73	-0.94	0.852353049115936
LEO1	-0.771	0.852353049115936
PRPSAP1	-0.72	0.852391506771523
TNFAIP8L1	0.772	0.852731297749892
RGPD8	-0.887	0.852731297749892
TMEM14B	-0.703	0.85301691526895
FAM109B	-0.904	0.853098519885238
PTPN6	0.871	0.853098519885238
EPS8	-0.87	0.853109352737571
GMPPA	0.74	0.853109352737571
TMPRSS9	-1.124	0.853109352737571
CSTB	-0.769	0.853137390918003
GNL1	1.002	0.853137390918003
AP4M1	0.823	0.853137390918003
BTBD7	0.752	0.853137390918003
BTBD7	0.752	0.853137390918003
SNORA7B	-1.677	0.853137390918003
SPIN2B	-0.939	0.853137390918003
SGO2	0.82	0.853931474959507
ZNF275	0.72	0.853931474959507
KIAA2026	-0.78	0.853936347651222
LOC100268168	-1.304	0.85431235119192
ZNF524	-0.941	0.854464929179471
BBS1	-0.712	0.854464929179471
RNF113A	-0.975	0.854464929179471
MCMBP	-0.91	0.854978194499994
ACTR10	-0.752	0.855146787380508
ANAPC1	1.022	0.85548855372323
LUC7L2	0.678	0.85548855372323
RAB21	-0.73	0.855639594325425
TSC22D1-AS1	1.126	0.856014936312325
SLC15A4	0.717	0.856031671592222
AGAP9	1.262	0.85605646927785
CTNNB1	0.992	0.856106481250067
UBAP1	-0.682	0.856106481250067
ZBTB11-AS1	1.054	0.856106481250067
RFC3	-0.702	0.856106481250067
FOXM1	-0.968	0.856106481250067
SYNJ2BP	-0.732	0.856149575810727
RAD9A	-0.737	0.856257639918948
CYP1A2	1.698	0.856257639918948
STEAP3	0.684	0.856257639918948
ZNF580	0.782	0.85628717976044
SKIV2L	1.035	0.856295060639818
YIPF2	0.682	0.856295060639818
BNIPL	-1.204	0.856295060639818
TMTC3	0.832	0.856295060639818
IPO7	-0.982	0.856295060639818
RPS9	0.813	0.856295060639818
RPS9	0.813	0.856295060639818
RPS9	0.813	0.856295060639818
FUNDC2	-0.844	0.856295060639818
SMG6	0.693	0.856295060639818
RPS9	0.813	0.856295060639818
TMEM243	-0.74	0.856295060639818
CSNK2B	-1.507	0.856295060639818
RPS9	0.813	0.856295060639818
RPS9	0.813	0.856295060639818
CENPJ	-0.692	0.856583181816238
MAML1	0.886	0.856583181816238
BUD13	0.691	0.856583181816238
TSPAN12	0.762	0.856583181816238
FAM160B2	0.704	0.856675483418104
TMEM260	0.781	0.856722742000063
LOC257396	0.948	0.856722742000063
TFAM	-0.714	0.856722742000063
NVL	-0.684	0.856722742000063
NMD3	-0.717	0.856722742000063
GCH1	0.779	0.856722742000063
CDC5L	-0.678	0.85680459830454
RSL24D1	-0.671	0.856937876499233
CCDC94	1.03	0.856937876499233
C1ORF116	1.392	0.85698671881026
SNORA21	-1.625	0.857224936859529
MITD1	0.784	0.857224936859529
SMU1	-0.73	0.857331314588768
ZNF658	0.995	0.857331314588768
NUDT9	0.736	0.857331314588768
TRPM7	-0.928	0.857331314588768
PTOV1	0.959	0.857331314588768
SLC22A18	-0.912	0.857353480036548
UBR7	-0.706	0.857395554778414
LPCAT1	0.72	0.857638339374417
THRA	-0.715	0.857665972524588
HACD1	-0.756	0.857957983480294
TMEM133	1.072	0.857957983480294
CCNB2	-0.741	0.857957983480294
FAM120C	-0.744	0.857957983480294
LINC01011	-0.887	0.857957983480294
HIST1H2AE	1.782	0.857957983480294
NPIPA1	1.288	0.857957983480294
KAT5	-0.676	0.857957983480294
NFE2	1.256	0.857957983480294
LTN1	-0.743	0.857957983480294
FN3KRP	-0.703	0.857957983480294
TMEM87B	-0.79	0.857957983480294
DCLRE1C	0.783	0.857957983480294
FAM175A	0.86	0.858083482691806
TRIM17	1.232	0.858083482691806
ZNF44	-0.924	0.858083482691806
DCAF11	0.707	0.858083482691806
HSPA1A	-2.121	0.858083482691806
NT5C3A	-0.87	0.858083482691806
DHFR2	1.017	0.858083482691806
COPS3	-0.672	0.858083482691806
HINT3	-0.737	0.85827241357505
FAM220A	0.729	0.85827241357505
AMFR	-0.934	0.85827241357505
MAP4K2	0.683	0.85827241357505
SUPT3H	0.796	0.85827241357505
TMEM248	-0.677	0.858359063051299
LINC00476	-0.977	0.858741380185174
ST7-OT4	1.397	0.858800766799185
SERPINI1	-0.838	0.85899457065074
CANX	-1.026	0.85899457065074
MINOS1	-0.828	0.85899457065074
GPR39	-1.33	0.85899457065074
LOC101926943	1.093	0.859243371719314
RPL32P3	-0.706	0.859243371719314
PPP3CC	-1.121	0.859324791801787
LRP8	-0.945	0.859324791801787
MON2	-0.679	0.85976952285267
ZNF324B	-0.799	0.85976952285267
DTX2	-1.363	0.859835673882329
NRBP2	0.752	0.859963469953424
ACLY	0.987	0.860251473009524
SLC35F2	-0.72	0.860464501373074
SPATA7	1.06	0.860464501373074
ZNF655	0.684	0.860464501373074
NBAS	-0.685	0.860464501373074
MBOAT7	-0.699	0.860464501373074
C1ORF216	-0.856	0.860464501373074
UBXN4	-0.675	0.860464501373074
TGDS	-0.875	0.860464501373074
GOLPH3L	0.703	0.860464501373074
NOM1	-0.68	0.860464501373074
MFSD14A	-0.682	0.860464501373074
MRPS35	-0.687	0.860464501373074
POLE2	-0.802	0.860464501373074
SLC31A2	-1.135	0.860464501373074
TESK1	0.738	0.860464501373074
KLHDC2	-0.664	0.860464501373074
PARPBP	-0.749	0.860494525991382
SNORA16A	-1.493	0.860541289007454
LOC101927027	-0.869	0.860541289007454
ZNF383	0.908	0.860581328167057
HNRNPUL2	-0.964	0.860603182995528
IRAK1BP1	0.838	0.860608429171265
VEPH1	0.884	0.860608429171265
GTF2H2C_2	1.065	0.860751260210274
H2AFJ	0.845	0.860833277020379
LRRC40	0.733	0.86085089782137
MMS19	0.903	0.860985798515923
NUP210	-0.964	0.860985798515923
YIPF1	0.745	0.860985798515923
EDRF1-AS1	-1.246	0.861036198274611
TMEM245	-0.953	0.861077205255421
ZNF654	-0.917	0.861077205255421
RASA4B	1.231	0.861077205255421
GPSM1	0.779	0.861077205255421
CCND3	-0.68	0.861077205255421
LINC01572	1.015	0.861178929807216
ADAMTSL4	-0.71	0.861193890235419
METTL12	0.804	0.861626152937044
METTL22	0.761	0.861648666481873
TPR	-0.95	0.861648666481873
HSPA13	0.747	0.86173821401985
GFER	0.733	0.862113983302492
ACTG1	1.014	0.862113983302492
HAUS3	0.803	0.862113983302492
CCT6A	-0.967	0.862113983302492
ERICH1	0.928	0.862113983302492
POGK	-0.883	0.862113983302492
SNORD33	-1.765	0.862113983302492
MRS2	0.683	0.862225844053862
SYT15	-0.845	0.862328433220555
MTFMT	-0.705	0.862328433220555
CDK2AP1	0.779	0.862328433220555
MTMR4	0.867	0.862328433220555
GFOD2	0.903	0.862328433220555
ACO1	0.713	0.862328433220555
COX10-AS1	-0.909	0.86248293599054
KIAA1024	-0.821	0.86248293599054
GON7	-0.835	0.86248293599054
GPS1	0.9	0.86248293599054
VPS37C	0.729	0.86248293599054
GON7	-0.835	0.86248293599054
AKAP17A	0.824	0.86248293599054
WDR59	0.696	0.862681968385009
LOC730338	-1.763	0.862702799738261
DDX49	-0.679	0.862827159494308
CBWD5	-0.733	0.862827159494308
VPS16	0.697	0.862827159494308
AKIP1	-0.743	0.862827159494308
BLOC1S4	0.781	0.862827159494308
ZBTB1	-0.674	0.862901429148158
GPR135	-0.976	0.862975859263671
POLD2	-0.897	0.863276366647366
RPS19	1.053	0.863385045448735
SNX16	0.975	0.863385045448735
SYNGR2	-0.677	0.863385045448735
RAB30-AS1	-0.902	0.863385045448735
PNPT1	-0.692	0.863385045448735
NFKBIE	0.789	0.863385045448735
SMG1P6	1.285	0.863385045448735
DPM2	-0.714	0.863426285245699
EXOC3L4	-0.841	0.863426285245699
NOLC1	-0.946	0.863426285245699
MXRA7	-0.673	0.863426285245699
UBR5	0.94	0.863974820205476
UBE2E3	0.678	0.864020520234044
LINC01359	1.317	0.864020520234044
RNU5A-1	-2.258	0.864020520234044
SEC22A	0.768	0.864020520234044
FAM69A	1.002	0.864188891073515
BORCS8	0.739	0.864188891073515
CREBZF	-0.685	0.864228679053562
NBPF1	-0.674	0.864975287366048
ARFGEF1	0.915	0.865639323157215
TBCB	0.701	0.865639323157215
