Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
DBR1	0.788	8.20166863869259e-08
AGAP3	0.565	8.23263559625652e-08
STK40	0.652	8.26146691579806e-08
SIN3B	0.915	8.26667542451293e-08
KLF16	-0.893	8.2842106008017e-08
CACFD1	-0.998	8.5628692011667e-08
PER2	-0.737	8.61305225918766e-08
C20ORF96	-1.953	8.61507315798811e-08
GTF3C6	0.693	8.62335318774109e-08
MCRIP1	0.859	8.62814653544843e-08
CACFD1	-0.998	8.65756431967648e-08
ITPR2	-1.072	8.70954544976133e-08
ADAM10	0.648	8.72436436097682e-08
S1PR3	-0.672	8.72436436097682e-08
GLB1L	-1.382	8.7480709208133e-08
RNLS	1.047	8.80584545012431e-08
KDM4B	-0.594	8.87309487590578e-08
LPXN	1.521	8.87903825437893e-08
STAC3	1.949	8.90728558878373e-08
RPS27	0.508	8.95980515156792e-08
PAXBP1	0.653	8.9657031806548e-08
PCDHA10	1.546	9.03025594513562e-08
CDC42SE2	0.54	9.0609533711924e-08
CHFR	0.666	9.27388190574519e-08
SNX1	0.672	9.36658588354689e-08
RETREG3	-0.522	9.40343856794892e-08
FLNB-AS1	-2.064	9.4422324792612e-08
ODF2	0.602	9.47774280172362e-08
CMPK1	0.551	9.57584623848398e-08
TMEM35B	-1.303	9.59717349636597e-08
DENND4B	0.672	9.63842171620847e-08
FAM234A	-2.388	9.66539730631288e-08
C8ORF37	-1.352	9.67978920891543e-08
WASF1	1.341	9.74669513001598e-08
TMEM237	-0.691	9.78332274216751e-08
PCDHB10	2.605	9.78421803384486e-08
MGMT	-0.768	9.81550517939261e-08
GRHPR	-0.526	9.82315871953004e-08
TMEM267	0.902	9.83810776569996e-08
TRIM4	0.563	9.87518167904667e-08
MCCC1	0.554	9.87794024864869e-08
KLRD1	-1.989	9.89044672512977e-08
C19ORF43	0.557	9.90020399438755e-08
JAM3	-2.304	1.00385077273112e-07
PLXNB2	-0.562	1.00655532442009e-07
ZDHHC4	-0.595	1.00976362918294e-07
ZNF619	-0.855	1.0262306817178e-07
TPO	2.02	1.02709064263197e-07
PCNX3	0.639	1.03231604907604e-07
ZNF770	0.552	1.03596422328201e-07
PPP1R26	-0.763	1.0434108552705e-07
DAZAP2	0.506	1.06221247695572e-07
ELOA	0.561	1.06269496987945e-07
RAPGEFL1	0.632	1.06462264158075e-07
EMP1	-2.846	1.0672497681144e-07
BMPER	2.775	1.06761248136372e-07
SMC5	-0.677	1.06762181115389e-07
WDR37	0.905	1.07301309828138e-07
XIAP	0.555	1.07560104048595e-07
CCDC15	-1.295	1.07623012944711e-07
RAD18	-0.587	1.08174972207291e-07
CHI3L2	-2.293	1.08705269663438e-07
DNAH7	-2.259	1.08886728562083e-07
WDR54	-0.782	1.10315837246569e-07
STRN3	0.692	1.11140095371205e-07
BAHD1	-0.574	1.11301878190796e-07
MRPL23	-0.714	1.12636251116944e-07
HACL1	0.723	1.13990747248393e-07
LAMA5-AS1	-2.218	1.16203977678531e-07
PPP3CB	0.654	1.16283513407685e-07
IK	0.561	1.17389669906357e-07
FUT4	-1.427	1.17886274144662e-07
CTH	-1.664	1.17886274144662e-07
RAD51D	-0.883	1.1932393349966e-07
HEATR4	-1.399	1.19839153899097e-07
AP3B2	1.42	1.20937005886064e-07
ZCCHC14	0.663	1.21482035828542e-07
KIF11	-0.554	1.22741866386412e-07
LINC00294	-1.389	1.22957933443213e-07
SERF1A	1.451	1.23067164706438e-07
TNFAIP1	0.62	1.2312322029855e-07
SMAGP	0.892	1.24066830052503e-07
ESR2	1.985	1.24241662167038e-07
NPHP4	-0.996	1.24465715541347e-07
ABCG1	-0.567	1.25100589655409e-07
UBE2H	-0.539	1.26062651319943e-07
CALML4	1.894	1.28154978893923e-07
SIRT3	-0.916	1.29056150930823e-07
C19ORF47	-1.076	1.2997570768093e-07
AUTS2	-2.161	1.30188557792304e-07
SNAPC3	-0.687	1.31470650102047e-07
STK26	-0.51	1.31620333302334e-07
MIA2	0.517	1.31874111779416e-07
SBF2-AS1	-0.937	1.32591913881818e-07
LINC00506	1.141	1.33617376133199e-07
MMP25	-1.624	1.35144582329358e-07
WDR91	1.292	1.35144582329358e-07
ZNF383	1.115	1.3530130851753e-07
FBXL19	0.757	1.35596417173422e-07
ZBTB21	0.695	1.36482372604272e-07
ECD	-0.592	1.36958983221174e-07
EIF3M	-0.491	1.37112715108886e-07
PLEKHA7	-0.812	1.37263625304314e-07
LBX2	-1.719	1.37322988890983e-07
IKBKE	-1.46	1.38107499923193e-07
UBAP1	0.696	1.38724078877646e-07
PHTF2	-0.604	1.39214629071743e-07
LOC653160	-2.24	1.3983324286473e-07
SLC25A16	1.011	1.42264066971814e-07
RNU4-1	-1.049	1.43082988167133e-07
KIFC1	-1.776	1.44001926004453e-07
MANBA	-0.674	1.44001926004453e-07
SNORD118	-2.489	1.44218194428623e-07
KIFC1	-1.776	1.44886806811023e-07
B3GNT3	-1.329	1.44938167563612e-07
USP37	-0.588	1.44998025849562e-07
USP20	0.92	1.46912702413496e-07
SLC12A8	-0.935	1.4883764236399e-07
CTBS	-0.702	1.49511456638561e-07
MRPL27	0.677	1.49604155680522e-07
SENP2	0.732	1.50818522314505e-07
BTAF1	0.527	1.50890461219107e-07
LINC00476	1.512	1.51194622139155e-07
RHCE	-2.373	1.51552936431937e-07
SVIL-AS1	-1.067	1.51937142548943e-07
RNF44	0.862	1.53632953334192e-07
SSSCA1	0.981	1.53976587566547e-07
SPIRE1	0.614	1.54039656761882e-07
GOLGA1	0.694	1.54762376561843e-07
MPDZ	-0.685	1.55123686346726e-07
INCA1	-1.857	1.55269702803594e-07
SFPQ	0.591	1.56536979868026e-07
FNIP1	-0.521	1.56690415862433e-07
MON2	0.548	1.56932554512254e-07
ALG6	-0.707	1.57277290600336e-07
HIST1H4C	-0.654	1.57300100200638e-07
KHDC1	1.449	1.57311252013866e-07
HSP90AA1	0.646	1.58195461247368e-07
CDCA5	0.643	1.58277864736708e-07
N4BP1	-0.639	1.58573881471704e-07
ABCA17P	-1.872	1.59737361323033e-07
RPL17	0.488	1.61363180560732e-07
ABCE1	0.502	1.61482515188762e-07
SUSD1	1.531	1.61580787489129e-07
SMOX	1.13	1.66266428149066e-07
ELOB	-0.543	1.66266428149066e-07
FOXP4-AS1	-2.194	1.67498367392217e-07
HLA-DQA1	1.287	1.68195493674491e-07
SNX6	0.546	1.68878665754731e-07
ZNF544	0.588	1.73244280819974e-07
CYR61	-1.234	1.73805363773629e-07
POLR3C	0.524	1.75471940469714e-07
FOS	-1.157	1.75696204740028e-07
TMED2	-0.479	1.76069510420524e-07
VGF	1.773	1.76738785156201e-07
LLGL2	0.612	1.78029672813123e-07
ZNF519	1.318	1.79054392327009e-07
ALAD	0.768	1.79183521440403e-07
HSF2BP	-1.492	1.80808653819151e-07
RGPD5	-0.89	1.81016947643259e-07
FANCM	0.8	1.81027051586705e-07
KDM5C	-0.505	1.81855913844239e-07
NFATC2IP	-0.662	1.83781051165902e-07
PON2	-0.587	1.84489226173232e-07
UFC1	-0.511	1.85007380346351e-07
TSC22D3	0.553	1.85284944781064e-07
COBL	0.702	1.86042461955671e-07
MED11	1.15	1.86148033825322e-07
RGL2	-0.885	1.87937202740103e-07
ACTR10	0.678	1.89649735602279e-07
STOX2	2.228	1.90965465894162e-07
MAPKAP1	0.529	1.91635111316678e-07
NPC2	-0.646	1.92825759431192e-07
SIAH1	-0.551	1.92909518933915e-07
BRSK1	-1.459	1.93250807766628e-07
ATG101	0.604	1.93480110178768e-07
S100PBP	0.825	1.94310704848069e-07
GPR37	-1.344	1.94576731822246e-07
YWHAG	0.493	1.96138040762878e-07
CHAF1B	-0.895	1.96306070073414e-07
CCDC71L	0.779	1.98957469570761e-07
ZNF594	0.939	2.03394145663724e-07
EPN2	0.782	2.0354007361473e-07
STK32C	1.557	2.05312470090594e-07
PSMG4	0.994	2.05581340798659e-07
PAN2	0.897	2.06357222746026e-07
CFDP1	0.644	2.07060851481948e-07
GNB1	-0.503	2.07148045443174e-07
AFF4	0.501	2.09195477060581e-07
RGL2	-0.852	2.10523010618287e-07
LOC100506497	-3.238	2.12254032453315e-07
PSMA1	-0.498	2.13184000454141e-07
HIST1H2BK	0.799	2.14912417798709e-07
SGF29	-0.642	2.18043496199103e-07
JAG1	-1.101	2.18694413398414e-07
SLC25A21-AS1	1.977	2.20353431006398e-07
TMEM184C	0.511	2.22610672698381e-07
ANKRD27	0.573	2.23422928480639e-07
SRSF4	0.674	2.23544079476018e-07
DDOST	-0.501	2.24175964259668e-07
FCHO2	-0.639	2.2434689773136e-07
NCOR1	0.499	2.26840794916971e-07
CHD4	-0.623	2.27436907436959e-07
CKS1B	-0.538	2.28250721411543e-07
MCM9	0.789	2.29458549177664e-07
RPTOR	0.772	2.32151451855302e-07
TMLHE-AS1	-2.639	2.37339981205029e-07
CRIP2	0.626	2.37598693700672e-07
SLC39A4	0.759	2.38673807789847e-07
EXD3	1.308	2.40061709201503e-07
AGK	2.177	2.4045694981532e-07
C1ORF52	0.926	2.41731245703598e-07
TMEM99	-0.907	2.46941370192309e-07
EIF1AD	0.707	2.48975363037686e-07
RPE	-0.512	2.50813116749033e-07
EHMT2	-0.832	2.52029481396926e-07
EHMT2	-0.831	2.54903068763704e-07
THAP1	0.955	2.55212108057365e-07
GSS	-0.559	2.55608845211143e-07
POP5	0.74	2.56149733649071e-07
LOC100131496	2.092	2.58847117771434e-07
RNF11	0.558	2.59954237825984e-07
FZD4	-0.891	2.60329361866563e-07
NXPH3	1.368	2.61040629248224e-07
PDCD7	0.632	2.61421541156895e-07
OSBPL2	0.596	2.63958861927824e-07
TRNAU1AP	-0.912	2.64418029187396e-07
TBL1X	0.544	2.65747706452114e-07
WDR70	0.762	2.6589057532642e-07
SNORA54	-2.085	2.67909134294394e-07
SNORA54	-2.085	2.68706309910272e-07
ZSCAN12	0.885	2.69658348860811e-07
LVRN	1.861	2.70532184873715e-07
GRWD1	0.629	2.72466122554306e-07
MAPK11	-1.442	2.72820744047693e-07
FLYWCH1	-0.661	2.78277331134013e-07
COTL1	-0.814	2.81769678037758e-07
TPI1	-0.491	2.82577294421591e-07
SNORA50A	-4.179	2.82579874766108e-07
HMGXB4	0.839	2.83487007681422e-07
ACOT2	-0.666	2.86970606060378e-07
YDJC	1.033	2.87131262733305e-07
PGRMC2	0.869	2.87343004787683e-07
USP39	-0.535	2.89286549162559e-07
KRI1	0.859	2.9092241337079e-07
PLAA	0.594	2.95526324383339e-07
SHB	-0.924	2.98886467904598e-07
DUSP14	-0.634	2.99748155795757e-07
ZNF280C	0.884	3.01334171322243e-07
RN7SL1	0.932	3.02570487939961e-07
C16ORF74	-1.226	3.03164917237097e-07
LTB4R2	1.566	3.04357334800722e-07
CARNMT1	0.631	3.05301436199839e-07
LINC00504	-0.811	3.06264675198262e-07
KIF1BP	-0.557	3.06649962996521e-07
CYP4B1	1.434	3.07052387533296e-07
MAGOHB	-0.671	3.0750229588828e-07
HYAL2	-0.796	3.1068256430253e-07
GOLGA6L17P	2.67	3.13659189601649e-07
ZER1	0.602	3.16945403344755e-07
NAP1L1	0.491	3.19499771430075e-07
SLC43A1	-0.771	3.20785446433043e-07
ZNF35	-1.21	3.23743051807174e-07
CDS1	0.616	3.23773344501467e-07
BCS1L	0.678	3.23966548277183e-07
ZNF35	-1.21	3.24526391758004e-07
ZNF107	0.697	3.26409029442832e-07
SLC25A15	0.809	3.26555606455812e-07
NPAT	-0.675	3.26583157848821e-07
C19ORF38	2.015	3.275019206769e-07
UBE2F	-0.656	3.29254185429636e-07
PJA1	-0.862	3.40779843798023e-07
SLC9A3R2	-0.637	3.42654429342357e-07
ZSWIM6	1.045	3.47268382637373e-07
COL4A6	2.376	3.47898362828376e-07
HMGN3-AS1	-1.838	3.4999443082059e-07
MRPS6	0.866	3.4999443082059e-07
PDPK1	-0.499	3.5036333221964e-07
ACD	-0.95	3.52439513407786e-07
FBXO10	3.13	3.52585448519286e-07
RFESD	-1.527	3.53225735004413e-07
CDKN2B	1.219	3.54986921629725e-07
CEP57	-0.507	3.56692004064622e-07
RIPOR1	-1.618	3.64268940514541e-07
OTUD5	0.648	3.64412720793578e-07
ARHGEF35	0.867	3.65274941946411e-07
CENPC	0.773	3.66059455672942e-07
ZBTB24	0.617	3.66688679336556e-07
DESI2	-0.496	3.72397660855028e-07
GTF2E2	0.748	3.77325534728896e-07
ZNF764	-1.105	3.7757920768075e-07
POLR2E	-0.613	3.80027317319392e-07
TRUB1	0.627	3.83740731850236e-07
GLTPD2	-2.036	3.84759838916747e-07
MTMR11	-1.156	3.87550584370317e-07
PRDM10	0.905	3.90144857441379e-07
APOE	1.834	3.90315678784489e-07
PRKCSH	0.485	3.95563039074591e-07
MUS81	0.633	4.01600607759093e-07
SETX	0.521	4.03158634004043e-07
LENG8	2.809	4.04090057584743e-07
C11ORF54	-0.659	4.05768899628723e-07
ZNF227	0.761	4.06828743486779e-07
MAT1A	2.013	4.08759939235942e-07
SNORA5A	-2.19	4.10544531339058e-07
PCDH11X	1.505	4.11281652525707e-07
SDHAP1	1.39	4.13340629542729e-07
KCMF1	-0.565	4.14985394881029e-07
CRTC3	-0.614	4.16678030110321e-07
NUP54	0.548	4.20634834809531e-07
TNS2	-0.715	4.21436780117028e-07
YWHAB	0.506	4.23195646898709e-07
SLC29A2	0.751	4.23710922808361e-07
POC1A	-0.825	4.25974522761089e-07
TNFRSF10A	-0.796	4.28727803686628e-07
EXOC5	0.509	4.287721869571e-07
RBFOX3	2.396	4.31606824115952e-07
ASRGL1	1.348	4.31843780736393e-07
HSPE1	0.594	4.32726552961897e-07
MICA	2.38	4.33849190342365e-07
DCP1B	-0.895	4.33882188981041e-07
TUBE1	0.875	4.34399707919349e-07
MICA	2.38	4.35838229091222e-07
WDTC1	-0.645	4.35838229091222e-07
REXO2	0.748	4.3799609205108e-07
PUM3	0.614	4.39998249537037e-07
TCF4	-2.892	4.41301076747118e-07
HIPK2	0.648	4.41798372777074e-07
STOML2	0.491	4.42712393306944e-07
ABCF1	-1.368	4.45409344846008e-07
SNORA84	-1.601	4.45409344846008e-07
ABCF1	-1.368	4.46271697182381e-07
NIT1	-0.763	4.49966350271596e-07
NOXRED1	2.073	4.52527299746356e-07
LINC02108	2.256	4.54987808444655e-07
BRE	-0.611	4.5554978315639e-07
POLR2F	-0.67	4.56804050444097e-07
TM4SF1	1.381	4.59116494448187e-07
ANAPC11	0.631	4.62318961437688e-07
SEC63	0.976	4.62399502366948e-07
NIFK	0.583	4.70885423715878e-07
MARK4	-0.916	4.76880942430799e-07
MYO15A	-2.114	4.77187904764324e-07
TGDS	1.108	4.82252752493103e-07
SCAF8	0.574	4.82563277634089e-07
ECT2	0.515	4.88514843916515e-07
SUCO	-0.502	4.90325453262372e-07
SLC12A7	-1.333	4.92584727591249e-07
STT3B	-0.494	4.92964963789716e-07
TMEM251	1.099	4.94486950116216e-07
TMEM251	1.099	4.95311739288352e-07
GSTO1	-0.585	4.95634979712144e-07
YPEL3	-0.864	4.96403216659724e-07
IWS1	0.59	4.97172903053139e-07
CYP4F11	1.36	4.97228135111281e-07
CSF1R	-2.199	4.98780347619071e-07
SF1	0.5	5.03428555085466e-07
CDIP1	-1.93	5.06462060155068e-07
FAM53A	-1.893	5.07808328223771e-07
SLC47A1	2.284	5.08174288955702e-07
C1ORF131	0.751	5.08174288955702e-07
NBPF25P	1.386	5.11876613597493e-07
GCC1	0.536	5.12678980496771e-07
RASSF8	0.91	5.14111119314969e-07
ZHX1	0.51	5.18908180540655e-07
LINC01572	2.061	5.19213960559316e-07
ACTL8	2.268	5.21999581745238e-07
RUFY1	0.527	5.23388513139901e-07
RPS3A	-0.458	5.28546597041871e-07
TMEM2	0.816	5.2901757224951e-07
C6ORF132	-0.777	5.36521573934714e-07
MTCL1	1.715	5.39317774687666e-07
CABLES1	-0.574	5.40228849697934e-07
SH3BP2	-0.623	5.43521715944285e-07
SOX12	-0.564	5.46721827036851e-07
NSUN5P1	0.788	5.49491107680616e-07
CBY1	-0.769	5.50958273418913e-07
TERF2	0.868	5.54614639347073e-07
DOHH	-1.38	5.54942859754153e-07
RALGDS	0.668	5.58739100594186e-07
TAMM41	0.998	5.5927964729489e-07
ZNF346	0.84	5.62635410763341e-07
PPP1R3C	-1.36	5.65906928865061e-07
LCOR	0.594	5.67426871404481e-07
TROAP	0.695	5.86384228147526e-07
WIPF1	2.017	5.93408518459291e-07
SAR1A	-0.498	5.93603497610409e-07
KLHL7-AS1	-1.606	5.99396277519753e-07
AP2A2	-0.736	6.00382716535127e-07
ACOT4	-0.874	6.04312715254856e-07
COA4	-0.489	6.09107644748566e-07
ADGRA3	0.611	6.14438483106394e-07
CNOT11	0.575	6.15552751019314e-07
RPL29	0.463	6.19942672773741e-07
ZNF699	-1.375	6.2139664974316e-07
PTOV1-AS1	1.192	6.30899507179402e-07
NRBF2	0.655	6.32639338362299e-07
MRPL44	0.682	6.34511193542024e-07
AFDN	-0.488	6.35360376291675e-07
WASHC3	-0.753	6.37940422959143e-07
HLF	-1.02	6.38715183369038e-07
DGKD	-0.725	6.48703034215281e-07
DGKD	-0.725	6.50926357907819e-07
DDX28	1.171	6.54014183446585e-07
ATAD5	-0.854	6.59485569979726e-07
EPS8L1	-0.669	6.60143430038746e-07
CLASP2	-0.572	6.60327615021648e-07
ARL4C	2.238	6.66947672783234e-07
ETFBKMT	-1.314	6.68801512185179e-07
LINC01806	1.29	6.68966393670165e-07
SLC27A2	0.644	6.78092804210137e-07
PXYLP1	0.864	6.79407288593844e-07
SDF2	0.663	6.80726681105248e-07
PPP1R14B	0.596	6.85847890039529e-07
GRID2IP	-2.013	6.90920356293804e-07
ZNF433	1.251	6.95611722578165e-07
LINC01534	2.043	6.96393285765325e-07
ACBD7	1.308	6.98231226080398e-07
LOC374443	-1.239	7.03470720742783e-07
MB21D2	1.085	7.12749726142879e-07
NSUN3	0.886	7.16025099827167e-07
TBC1D8	0.811	7.2176432179426e-07
NDUFA3	1.438	7.22556012658867e-07
CAMSAP3	-0.652	7.24373604851559e-07
C12ORF45	0.552	7.2558318624837e-07
NDUFA3	1.438	7.2558318624837e-07
NDUFA3	1.438	7.30028157982657e-07
ZNF621	-0.627	7.30028157982657e-07
NDUFA3	1.438	7.31445427120601e-07
TTC28-AS1	1.323	7.32421542656326e-07
HOGA1	-1.914	7.37821678610277e-07
NDUFA3	1.438	7.43216950137863e-07
NDUFA3	1.438	7.43324491277155e-07
NDUFA3	1.438	7.45017733450473e-07
ESCO2	-0.984	7.45955822487181e-07
NDUFA3	1.438	7.48578990998767e-07
FAM95B1	-2.05	7.49614051773065e-07
TTPAL	0.619	7.50862739949534e-07
APOM	2.349	7.55643539860364e-07
SRRM1	-0.537	7.63853425707647e-07
PACSIN1	1.487	7.64986344871157e-07
CCDC134	-1.174	7.66223300040734e-07
ASIC1	1.389	7.67716762124474e-07
NME7	-0.845	7.72376456397345e-07
ARHGAP17	-0.877	7.76232935441689e-07
TPD52	0.545	7.76611257899011e-07
MOCS3	0.676	7.8299335987494e-07
RNMT	0.607	7.87957805470815e-07
AMPD3	-1.913	7.88425382788454e-07
LOC105371849	2.008	7.89286541890326e-07
ZNF224	0.866	7.95360017649751e-07
PIGK	0.598	8.04755794964848e-07
FAM50B	-0.914	8.12028698720796e-07
DNM1	2.816	8.15330152812176e-07
LGALSL	0.87	8.3328187294042e-07
ZNF592	0.513	8.33971695134037e-07
ARHGEF11	-0.53	8.39213135486532e-07
BBIP1	0.954	8.40475005443165e-07
RIT1	-0.593	8.40680065522222e-07
ZCCHC7	0.599	8.41131940928924e-07
TMEM106A	-1.497	8.41695795599625e-07
SIMC1	0.914	8.46454049149451e-07
PCLAF	1.533	8.48308569658978e-07
TDRKH	0.693	8.4925180942878e-07
BCKDHA	0.833	8.53027436974907e-07
ZNF101	1.085	8.7345516543921e-07
CHN1	-0.674	8.80987936391812e-07
PMF1-BGLAP	-1.342	8.83568250541317e-07
KIF3B	0.519	8.88160482376515e-07
GYS1	0.775	8.89005849693481e-07
UGGT1	-0.521	8.95349962859092e-07
OPTN	1	8.99207465506995e-07
LINC00910	-1.059	8.99404901914667e-07
CATSPERE	-2.024	9.01595979372181e-07
STK19	-1.681	9.01903259733306e-07
TMEM259	0.578	9.04516932721733e-07
RYBP	-1.507	9.04901793901232e-07
CGNL1	-1.19	9.05482423201093e-07
LOC101928837	-1.66	9.15111519451942e-07
COX5B	-0.474	9.15687439305684e-07
PELI3	-0.952	9.19509267448419e-07
STK19	-1.646	9.29620321539201e-07
FLJ21408	2.16	9.33599967481901e-07
TERF1	0.932	9.37786174927305e-07
TMEM191A	1.588	9.40245343656469e-07
USPL1	0.719	9.49143801122646e-07
STOML1	-1.259	9.57507416229707e-07
TMEM263	-0.55	9.60082648247278e-07
GRHL2	-0.464	9.7472969141962e-07
TBCD	-1.297	9.7798571555334e-07
POLR2H	0.556	9.78470992842885e-07
TKFC	0.633	9.79263486730349e-07
BRD7	0.496	9.86430418395078e-07
ZNF248	1.028	9.91994144178872e-07
RNF2	0.784	1.00046586561985e-06
NEDD8	0.474	1.00241402194585e-06
PRDM5	1.559	1.00774888781186e-06
FAM213B	-0.822	1.01334246157032e-06
FAM213B	-0.822	1.01398449542526e-06
NOXA1	-1.537	1.02104966006311e-06
IFT122	-0.628	1.03450437660284e-06
CDC5L	-0.508	1.04832649010235e-06
TGFBR3L	2.033	1.05785157428192e-06
HIST1H2BN	0.676	1.05992966579547e-06
COMMD1	0.901	1.06356699494386e-06
MCF2L2	1.908	1.0646008706192e-06
PGBD2	0.924	1.06849489337311e-06
DIS3L	-0.576	1.07868588470834e-06
BPGM	-0.919	1.07922111265945e-06
RAB23	-0.66	1.08020328106766e-06
ACSL3	-0.469	1.08664333235739e-06
TTLL1	-0.94	1.09802638789393e-06
CUL2	0.509	1.09973123521197e-06
RORA	-1.598	1.10215475088675e-06
C2CD4D	-2.073	1.10821041419977e-06
TYSND1	0.618	1.10821041419977e-06
SULT1A3	-1	1.11449143658153e-06
FBXO31	0.595	1.11559361646755e-06
GPR87	-1.702	1.11781401852019e-06
NLN	0.54	1.12192093865611e-06
AK6	1.109	1.12676281297618e-06
C1QTNF6	-0.718	1.13965032849713e-06
FAM133B	0.743	1.13965032849713e-06
TMEM59	-0.505	1.13999556294663e-06
PUS10	1.036	1.14348097256923e-06
JMJD8	-0.553	1.14885715898391e-06
GLE1	0.491	1.14949768361968e-06
TRIM66	1.14	1.1523266731884e-06
ABCF1	0.748	1.16927624637815e-06
HSPA1A	-3.765	1.17151536405352e-06
RNF126	-0.809	1.17653543106241e-06
KIAA1109	-0.512	1.1799310495147e-06
RFC4	0.611	1.18352777593196e-06
GRPEL2	-0.512	1.18889709779523e-06
MASTL	0.579	1.19879809834169e-06
TRANK1	-0.834	1.21686835475604e-06
PTGES2	0.64	1.22109219824275e-06
SIK3	-0.822	1.22745463565717e-06
MGA	0.562	1.22895050099348e-06
GTF3C1	-0.536	1.23092294620278e-06
INPP5B	0.795	1.23205693477174e-06
RPS6KA3	0.522	1.23279179656091e-06
NME3	-0.915	1.23625042185574e-06
KPNA6	-0.469	1.23720787906121e-06
METTL22	0.956	1.24107981527088e-06
GDF11	0.949	1.24493815950117e-06
PAK2	0.557	1.27284100746222e-06
RGL2	-0.802	1.28059071457399e-06
RGL2	-0.802	1.28298049240719e-06
RGL2	-0.802	1.28321793715493e-06
PPP5D1	1.805	1.28899336012789e-06
FGFR3	-1.53	1.30341454367444e-06
DESI1	-0.682	1.31771814282402e-06
CYP51A1	-0.46	1.31778216827441e-06
S100A4	-1.164	1.32172114746663e-06
FGFRL1	-0.568	1.32298653040575e-06
TMEM107	-1.116	1.32460545727013e-06
ZNF558	-0.757	1.33862179153174e-06
PTCD2	-0.961	1.34652210787419e-06
CDCA4	0.65	1.36623675794455e-06
RAB26	-0.973	1.38736247280182e-06
FRG1	-1.003	1.38892223884971e-06
FRG1	-1.003	1.39216091003086e-06
PTCD3	0.487	1.40767224430791e-06
FRG1	-1.003	1.4100479208271e-06
OSBP2	1.384	1.41255191027306e-06
FRG1	-1.003	1.41654233132838e-06
RAB19	-1.698	1.42478764042293e-06
C12ORF4	-0.822	1.42478764042293e-06
HSBP1	0.467	1.4319043187034e-06
PECAM1	-2.157	1.4438779939399e-06
RNF167	-0.512	1.4489889182083e-06
WWTR1	0.749	1.45076689659504e-06
PANK4	-1.715	1.45383254448835e-06
TOM1L2	-0.711	1.45701040109788e-06
JRKL	1.186	1.4650098516061e-06
FYCO1	-0.614	1.46924608172741e-06
PAPPA2	1.935	1.47011286033081e-06
PRKACB	-0.81	1.47072314463169e-06
GSE1	0.47	1.47406829122297e-06
GCNA	1.982	1.47586183379381e-06
NDUFV2	0.476	1.47856268260014e-06
PIDD1	-1.252	1.49826184382489e-06
NBPF15	-0.477	1.50025281216649e-06
YES1	0.464	1.51742518108817e-06
GALNT7	-0.5	1.51927807521251e-06
GPM6B	2.268	1.52513747729404e-06
CCDC148	-1.78	1.52932042337072e-06
SC5D	-0.706	1.52939402977424e-06
NUP58	0.49	1.53070302137292e-06
AKAP5	1.452	1.53807902315543e-06
RPP25L	0.666	1.54540735026164e-06
KCNH3	-1.506	1.5543193457388e-06
DDX39B	0.735	1.55973654251891e-06
TEX15	2.198	1.56035712900059e-06
ST3GAL4	-0.879	1.56968073895468e-06
C19ORF54	1.338	1.57207217613038e-06
CEACAM6	-1.547	1.58407073610577e-06
PPP2R1B	-0.7	1.5873488763543e-06
TMEM262	2.121	1.59381329402852e-06
RDX	-0.541	1.60845765900308e-06
INSR	-0.564	1.61166843663346e-06
NUDT17	1.327	1.62495786400885e-06
AGAP5	1.559	1.62725686854283e-06
NME1-NME2	-1.887	1.64394664056463e-06
PNPLA2	-0.756	1.65247816978425e-06
PTPN12	-0.634	1.65833233617765e-06
PRICKLE3	1.134	1.66206724328459e-06
TRIM46	-1.698	1.66486966440848e-06
ZNF219	0.91	1.66829012419363e-06
FMO5	1.224	1.67431186889488e-06
PTGER4P2-CDK2AP2P2	2.512	1.68179648057267e-06
EEF1B2	0.454	1.70098402306786e-06
EEF1B2	0.454	1.70197067329387e-06
RPUSD3	-0.558	1.71010211762003e-06
ZNF696	0.978	1.71490283073997e-06
CCT5	0.442	1.735800364362e-06
FAM162A	0.701	1.74669326385671e-06
FAM131A	-0.982	1.80073835294156e-06
C3ORF33	1.215	1.8112974860494e-06
EGLN3	-0.939	1.8128342596004e-06
GS1-124K5.4	-1.536	1.81735562249892e-06
NLGN2	-1.212	1.82434793668627e-06
ZNF468	0.603	1.83304619615e-06
JADE3	0.773	1.83675749386692e-06
PGM5P2	2.149	1.8654365927287e-06
RBM43	1.287	1.86549311249783e-06
TCEA2	0.799	1.87287917773959e-06
FKBP7	-1.548	1.87508905356335e-06
TMEM254	-0.601	1.87719251729021e-06
PDHA1	0.503	1.88881667771061e-06
PHF21B	1.919	1.89113222985964e-06
ZYG11B	0.55	1.89553612832681e-06
ZSWIM8	0.705	1.9009033782637e-06
HSD17B11	1.354	1.90851973408385e-06
MSI2	0.55	1.91352172012226e-06
AGPAT2	-0.77	1.91378673583582e-06
FAM92A	1.24	1.91643821430803e-06
RPS27A	0.43	1.92620239396577e-06
SIM2	1.747	1.93466278051085e-06
RUNDC3A	2.018	1.93549351140063e-06
IMP4	0.506	1.94664323741506e-06
HCN3	1.822	1.94883611411751e-06
MHENCR	1.713	1.95488471298921e-06
HCN3	1.822	1.95541691774153e-06
GPI	0.433	1.95632667763568e-06
HSD17B8	-1.357	1.96914840846113e-06
HSD17B8	-1.357	1.9709060155691e-06
LRRC8D	0.504	1.97104282158863e-06
HSD17B8	-1.357	1.9758406087047e-06
